puuid,rank
gcFpFJxhQgRPr1ogjBulko4AS-W739R2V6SQM7wPvCgdl8OK8A53jPtivc-HoRDAGMgBiZB-y2JZLQ,SILVER I
kbrcJgskHIer5yEFsctuYNvscwzOJzWIGR1GyqX0QX6fsr16i6BJiTd1VYPgk8HCnTqg_2P3Nav7Dw,SILVER I
nFRrfzb0BKandCDkH1E_5pH3Iex8EmvLapkG_FAsU2COYqfih1ivnG69PZ7GoS1kVKJYVAPNMXZBOQ,GOLD IV
0F-wECuaUDCdvjqMywTZkQKJGKF0UpmJPQtyDCYtLvt9FvYP2dhQhyUG23R0y8kNyry6GqYA2DuEBw,GOLD IV
5MisFVHW_ugjNaWsVGilIPTMsSANXLA157LBnRz0sq-w4_ZuJtUpOpAbpg4ISBwnG8FBiXy2xuc7hg,GOLD IV
8lE0TUc_8OgPE9NPvSbKI6mQypW1WAJtVzhWUSOzthLibWwrP6OU2iWk5jENIgsK1xdeOSXyHq0kcw,GOLD IV
VL1SrVjlQlWqy7L_jh-ncPwLWYB3nZpDkQirsUUbFI9bWZi-dKfNOtWd8YH-3D8yNpdbX74Ff8YX7Q,SILVER II
A6Q_sqNRCMdTVB417X2PeP6XjVfW2g_lJk9rfIIBS-XqLrOXF7_wRWEG5gSyhd8elO_4STQ_PNqH4Q,GOLD IV
TiEEhkMsIUbJiV8nDKCIvfldpDffCzirirfRd5e0yT7bAkgSJa95NrSJ6cfVszWmEXKNfMxHxGMV5w,GOLD IV
BzrtrOcQjS62h6fJ8dlEBy0XAUfC801JN3w4MxJhKoMO6m8rpIyI0cxW4SdY91IlzAh-a3PbTq-GPw,SILVER II
vncsE70kOJknemmAaPbKgme0yth9-1VANYHLSZSrUsVJUP_JTsgj6FVgDHqQIJsWDfbaRC61xxLLZQ,SILVER II
eRZ1FiBrtItSbYkKyTTM9qlBpMVZpJHffXSoTJRLMAhAEHBX3USlO5sWvIxrZiMwXKwnisD36RyiCQ,SILVER II
TOfV92FlMAD3vYFC9nufRoZsI1jjSaiDELXU2dmfT848_DEwNaEQitXJD3Ipht8s3DmG9O_4FekcMA,GOLD IV
7IDeQi8ziJ25g0NSF7NluW5bqt52gFOugi4Y9ZqlWMaDGNPqoSiyIo54EUR_QvJlrZKtebZYpLtgjA,SILVER II
XbZCmQ0Vskh1EtBMU6VjXIiFuGvPgtwluz2xg927PUWFpDtYAF0P3xJVCJJgTUkTxjIWNj91ABfWTQ,SILVER I
NbGXUBddrBZMmTpA8qLXHvnrXece9MFWizSBGD43qVBcrK0244sZyAGXcENyFZvKtbuiApwmhJvYBA,SILVER IV
FUwYSg_Z4iNbSbRHfLXLCOo1hB65IV30lCk_qXhaHljPaALxiJ6tTlf4RWYMGcpgMHuaGpw44vSMlw,SILVER I
Kcz1PIiFRF-rB7kM6uNRAEe82f7e758-T4H2l6AQvVGiTrtkXAsk_FDAbpLsYrzD-9pvvlSbaxpkMA,GOLD III
auYaNAS8yvwM8SAhYf6IfydhlQwBq-YDgldh_oBoASfGNTG_ImGMJQppdGEUK8RI1fxm0VbDXcZAOg,SILVER III
uZpvENBAH03GX_cSfX5v4nqSDxXlsuDGaZpK_W8Wdt4VnjctM_rVi9mFGAI3VI9UTm9F-tOZ8ULzjg,SILVER IV
Uphz3Iv-8_WeJlyJ9ftGuAN6xM2jDOopF8Hr2xP7Gqb2Q1_p3a1RvlMWzcr0ziYa8vR-aOoER-ZlqA,SILVER II
49N_V4L3iyD0AixhB-9lJH-Vw0XO3V6SLw6eAHPuHjMCer-kRQwMHoSwEplE5baPzHHYbserWL4LHw,SILVER II
5UMjE5zadvKKrPkw0QakRDjckgLWZX1xreKbjVDtmIhFogWRbDlELjO1UQSLCGV0KzsDdAnaHT0w2A,SILVER II
U2AGC-NgXNPN9roZ8Eanyq8BssFVRLbe4Y31g72PeNA-0qwgdoxljDx51jKqhCi4L6-LjiA119C5dg,SILVER II
gIcgIsns-qWtnrxNkhGnfDHFk2X9VfnsOjeec7p8QFRWMp3oN3myGUsbZdIj9nTPItI0hnxny0eHHw,SILVER I
mWsHkWhJmbq2EIM_C-zgYLsl0wcwjq5z_bg_s2rQoa_hCMsEYDmbq8eYAkdx2hOI28IuHwin9F9REw,SILVER II
CapXxzIeRwZSlaX-nlLh90ayUQj3MvoDacrLgCvC7KzxNXwtoJpXpK1TNcEuptkpiIwEPVWk1eMEDw,GOLD III
V-y2e0TX7cx1ajZcu0v2N7OmtH95tOjj4D7nSxu0kuPBFRbuV-BZJBCfhkq08tQCX1quZwvGfacA7w,SILVER II
3tWIv2-I_Ep13MTztBfkPdIWUG02SvPY_3SgQRjbcx0vRnmjMVD4MedGCh1anDeQ_-uayDXFrbLgZw,SILVER II
fwwViNKutLIYxb6x0IMON__7cWhForYuzbtWDAcUGbn2CdmB5QycVWaftcp_AzSny7o2hsy7oe7hYA,SILVER IV
m_y-OxIyCL2THcTt_7ZrwL-3N8HEpyc8OoXFr-GrzXDWO8246Rc-24oXykC2GdrY8ZTUm7YDdonRqA,SILVER II
RnZJogG8ZB4v7wq8rmZ-sTlEp9CMIupFwLVUyJU3jfxW9aLpbxA-8b4ObkNR26MydKGWhIlUWpiWWA,GOLD IV
xox0LO3RfialIHW9SWrb5I1xDkYwZnAcBWIyK61bN3Ua1MIKl1U_4c_HzagJH2wrH4MzgDcca6_56g,BRONZE I
Ia2wNbOgh5spq4FlRjOnYM_cUcCZX_F1osOSH9qgk4Y5iQZa4q1dtzopsP7lr6N9VG2d0Hwb1MZfzg,SILVER IV
h4Kjrxtwz9mT4pyY1L4Jog_Y0vTgmD4Nd0MaEGhMPc-01aAcTxH6dUaZ_mYywUNDYm4k_rPExCOj0w,SILVER III
6n-HvWrDGtFq_tyDCfG6dYLyxWAa9kZJsclaVKMlg71WKmf3PcvP7O39-yNkdjYagL7ZMrpGEsqXeg,SILVER II
fuLXaj47TzPa4CZoOtf_AbPrAfz1xRQcSvBw7cTbPrU64hQns5NgMb3w7SOSdAhinGXraYTohhkrMg,GOLD IV
RlI1o8mV8AQ4N2-Ugqy62QjT3yU8LCP8FcUaW0wYTc2TAbBWH6cv1aqPNlCNMsXKpxXuDQ_Bi_fzkg,GOLD IV
optsOufPr80sSjbieQro37GIFAoSAD4SyoJlNLBVRyKygVO8RpdIs5678y4eS1v84h2RTDmZ-WHauQ,GOLD III
eEmNTyX0RYOjajgFZpbr9c0mIJEmxrGEy61jM9XkMoMYigmdByhjRNuzr_7uwhjWiyXDFAtxDKGQkw,SILVER I
KNHGnkWW7g0Uls91slfXK5Pf3o686HrXJXggq1_aN8AibkWzuGMKFs4rBqdwHxh8txIXYWpoyzU19g,GOLD IV
3yDHq7W4DbeeYrj26T9TRcvq55RqIYfZ0PdSu3HUWRMqVuiQoLQQTZ35ukEea8xZilOB6UP6nMvOBQ,GOLD IV
hyhyeLc-2Gmatolr4ICErHSkj3egxOYl_-1QgbCWQGQq_9Djj9n0M4bHmTkBqnyO1BXG_OmyZtl_9Q,GOLD III
0kOqJx2pL3DBLp5wvdq2DLFeRfFpe1mkaX-jsrCEsTD2xU4Yc22RklAd1Z9d-4fne32OYao9qQCkag,BRONZE I
MCf78wv3IuUJ3g8Tb8K2-tIiJ6cFwGrTUDjJOVfGzCQI5y5U3zWVFw7r_cKeclmBb2SWdYtJCwyB8A,SILVER II
TNGwB2-IeTWmkO7SnsGIgGGv-WDcRmJMPpk8PD-l8nzuGj8dZ4DNJopB4sNVpoVt03rpqJSR8VKwFA,SILVER IV
g73A9rnWFQqFUPUJzA3ztvDyGE7pFL9Qt6tZjLzewG2NHXPxnvC898UjJtWi021n6AWtdqo9ttZBqw,SILVER III
-DD2KYrrk8XS0y-ma6ybUzfvgjGCMVlmes7TXlYgSmjLKP3Pb-BVw_t9invYuFOFomrGzXsQziGNyA,SILVER IV
lCxHh3tmaHnO-26WCL3mK3rk9GbN13Q2PkIKKsoudARsASm8xckc1oDQSAcnsNs1V6fPvm_et7DQRA,BRONZE III
mkgFrDbJrw6zLuBdQtJ_41oLeZER9jonJOl7q9o07P6F7MQ_huMsRq9JMulPuk_QggoykE7R4jTyzA,SILVER III
rnWU_HaPZwJeDMo4Jl12x1QOx-I6zD6rLG0V1JzH3b2lX4ysv4iSKNnls24qlMVzpDyy2d4O_j5c8w,SILVER IV
CLP3aN_FHr2l1bT80PbG0RmwiSG67GTIG91i2X0zfxhbWYD9JXnmCXyXgL2GaKIacox3r7w0rSQACg,BRONZE IV
71XTiY4DVne2i90-CHkm7BjuEQFnyDOMK3W1wCPgkqE_iGPSPrXXYEKY5LPO2HtwkAB7zEzy-pSugg,SILVER III
0AO5k0uGR2iM9HUyiVc6VDX8JCXVk7COHPRM4gT75ZKsU_ZJe1i1It7kY2GlBzL7p7cLY8Og7d3ENg,SILVER II
6QbwfP6qVfJ9PhimimXlOFW_x2M5Il2AjnjwjUBc7hXXMOC12KV26sM_KBAhqj43RzqhFB4NZ_L_GQ,SILVER IV
Ot2McOi9aenEgmR1VhJ59Qavyuvh1tTbq7yejk6RUTBI3DXsFItxxKyk9PJsEis0KKTdkfsS_9GP0g,SILVER III
Lq6CNdekM7GGeORCJVYZV0zYyBS_LBtcyHiJQsvw6NR14SJI1_4InYsxbeZlKJfrltqJGNyy_qDjvQ,SILVER IV
48pQTQxLrAJIMKmrfCXKc4Z7qTE0dyXBZOem9xU9wy0HnkrtWxTmZNs8AbwIGupGWoZ43D9wVqQWGA,SILVER III
BUl2GLWTSSOhq82V9mpCclpUsksrjEetROtISAXlNW6uA5BErKZbNaQNoMosfet4jRSYDwiwca16UQ,SILVER IV
dagYXamA5z8YkcsD2DOy_mwxUqTgpPA7V9lB4CHzKOhF5tecPJlcU3DI5fbLwZxPyVW4PQmbj5aybA,SILVER III
CUFgbro3trls4Gm63Jf7wF8Cp0bQQJXKotGwGsdqOuGXaqmNW8S96AxkwTtiJB2uKXukb4ZHEpjvFg,SILVER III
K0WhdF9DXjTHSBfepbmrfmDz5hYmRz6H-uFIbaZbRYEMKdultnu_SyrW_DBzEbrGEZK13ATKxpM0ZA,SILVER IV
QMvCIXa2_JVCWPtcNfv5u1agh7_ZZRC4t-KHL_N3ksdcI6WwJeJozVaw1qZ5jZuHTfm7-8RB96zBJw,SILVER II
fWAyyDchdyXJJxvl_SQjy_E1Cx0Ui0YzQyhpbFUV9QCml-v6s-4VztHo4DxKQlyBwAAXKCnwXQYEMw,SILVER II
nb8_oTmymZYK7-rBvC3YwG86xkFp5glSHaYCmW2C0TKcJxCea8bKqs6RH8kZSOfmFxFad19TjHuCgg,BRONZE I
5-DbvRM8Gka4hi94o6v2rEUqvIj299EByLVa_t-MMiKOwcxkdxrnRtStlxmOCHb0FJzzuzXEnLF9og,SILVER II
FHHXXT6ATC91hv87eIcgmSB0r4HkLi6_TUk31oE4YYGDoIXNnWqftyOWJ4nj4KhfIKbpqTvNVZHv0g,SILVER II
urkdVRJcsBuj-OeEEsv9uN13ncptz3qtqiEe8vk-6PDvIfzs6Wn7dEFjIf7AZC41lxGepDPZIpZmrA,SILVER II
KQurOwwBBLLepfeP139v90xKB1EL_9a6FpcAT6PZ7LqSZwGNan_5AjwCWPao-OKBPXodtHczfe8-PA,BRONZE II
lAH_73TeJl5dTpsSFfMSM7RusdLOK4z-1-1mF-taO16VgKQkYEhx3dZOLIMNCZ4AvZ28SJXUuP_m7A,SILVER III
klA-bkGKRZ4juirc2eCKSFU5olKUguhxMU8eQzjdFxuxPjiG5XyKv_qvC8xMBxKy3jfI1um4ML4qvQ,SILVER I
zar_lw9ZJxPDMS1275zGZNEom1l3Be3RGGmuaxku2a9CJUbN9pp2zLEMVV7c7HyACi1nUH2UWRPKxQ,GOLD IV
fMnEk9b6yFBTOQydKWFEcEi9lhs63low6mtzTOK5ixnfsI4Cd5XZSrvMMznMk85snBZD0rFZ_Z9Ogg,SILVER IV
FEoH_vTUKbtAFYZ5f-Tba3-o6cj_rwWbw3io1kNvMiM4_mjqpYlh_tKoXFTTCDejkWAZLl6xvQqaRQ,SILVER I
RU7YCAyo9bdX8mYZYop9hzGnxvvPfzVynmyrEZXiUnjRcetcFRjD1z85_qEm3ePayeMjgf5jn2B3BQ,SILVER II
rMsNQgc4YQBzk4k5INr0z1aXQHDjhuVb-eyPordfm6cY4-M80zqI0NBacU3WDqXGzjKxLyNflaDwUg,SILVER II
DAywLkf0cB0ET8M6JS4ZU31adkUpb5uywa-RnLVakLAEFDegMdgn8VE12y6LPKzjGwIL97N3HuM2Fg,SILVER III
g-ox546YlXWe5Qfp6c5Lxugy0NAb-CSoyL6Rl6HbDBiog-AmRCvSiHshY7UHkjGH_pZ51HALXFcjJA,GOLD III
XQHAjrALZs00PCfjL2WOhVZgQt1CRlirkLJz5O92Q3yQEcQzVMxBxZcdeNZP_F3YNpj0J8fwSWMzjg,GOLD IV
upnz9fhL72UV2rE7Ofr_56c_1ME1PDnK0_OX-NyuZ_wZLizraHvw3jlEc-Z3xy2rpyc46QCIUNHKLw,BRONZE II
tR3OrrhImR2AjLI9V8-hcf7iTjOLuNyiADtxZx9pzUhEUJHqFHD7DFooPYiKCD9T6NtPYLzArZMrkQ,SILVER II
9a2JbegI3TO-1mGDlHbCP8iPWeyjHyp4khiMiVFmkmA_GeEHGKcz2I3GZxcyIg8XZnJjWmgQbHQzlg,SILVER IV
xHetKtPIHAOtdahXshbjTvwf1KQTk2ExhQfu-Ix5Yttvit43nZ-Z3D0B1a1MV-RWaMQ4ACAK55gO5w,SILVER II
AyAEEAaRYDDK_i5JQW2UFOKe-K1oAEk2gA_lxrrgr1xycQPgOouW37fhB_s8_QGE_BGWMQesmcyXVg,SILVER III
81eHzoDdteV7gZcmcclX4zLhE4M3BkNXsUqo4D7_n-pav9Jn16GTHGEB-z8T-3Sam4uFK8nINdG85w,SILVER II
V2_x9XO6VKO7ljjXmgmtkw3DIUqqw1oGPBeqWbTrXjwOrnVLFkO2JDzLwzozckfVHQOUKMzwO-6U0A,SILVER II
bow9L8GJ_NaDOPXI7rtEic4UScfAWd1cHHYXshN6hPLjeH24z8kEtan9vCa4sdsfhYT1PbPsLpNN4g,SILVER III
_xwvNOun36HrAquN8YVTh-4P0poiQPFCV1engFH_VJoEWXaVHJaZQTquUD9U-VZ_4ly9JtNiKMV-sA,SILVER I
5yQ1pDpaPq7c8zr0T8Mv56KS0UAnMI2AcfWNGB1J26SiKpng4TKFjBqafTucSI0Lzzxe0S0eE7v06w,SILVER IV
7nIWz4DPe8eDLMwRFQA2fhBWKD3LQzkFUeVOe9vM1fCDQK85Kz_LkFq3oafhhMlFDJ0h8AS2PWQd-g,BRONZE III
uktqYQ1MH-0vboSBgCAwDm5hBq6DmLsvBubO2xCGDVKBawzyCx7RRevrsiGePiaDNtVh7L_J2DYVGA,SILVER I
D5RfJfHoh_Xi365VKp3CeqdlG7elH7kTXfGCH47WwjOedPEApkd8eRFkcd8nTLno7u00vc9wJnbUmQ,SILVER IV
eL2kCdkkpk5j7ei9FA32epL1MNFDuXc7aGdGc03jQmQMi4bqdVekWSvvVHsGFw2ld9JGkIxLlzsR-A,SILVER III
RM6zyj5AxjUPqM7iOxB7JUOoyrLxZTFX_u9M9gfSvo92pFCrnbcjqji5LeX4yHnZcHFOZJKqhkNKfw,BRONZE I
Caiw1f34B0_E_0aggu3Lcyl1WPRbPPG-puB2w7ADq9vZtd70HR_FnQoF-rY-CazppaDAGSHCv17v7w,BRONZE I
UGKRZSE8gEtZ5t0XYE96catOnrEnHUf5QINHCs63VfFaGMyyHJqr2Tv6s7_ZvrWfBFq7tTRfUrekuQ,BRONZE II
-nPLWMXOC7DrfHQXlS-GA5gTrWCzGbrqaz7ztdgGwRKz2WhYNZEn2G-7KDENzg_y6QD3RCrtfDMw4w,BRONZE II
HOzCDjc3-iJM21By7TTkaaIemZTCPfWu168NGWTIhRztuISVrFlv--HBVyOAgTzrmrd_GMVovUEYJQ,BRONZE I
_gxfgV2jB8Ccjy2WQhYj2Xh1p-5-Z7_PNUy0DeXp9kjnyYmn6RniZQyHJFVDJ_LuWdPuDZ8EzdqvVg,SILVER IV
qZL8zH3NjrmLWrxrF8oWS2RDTPP9u18M2LNBiKAqtEqdrjcwCwThKxYaCKrx3SPQwIoBzzfHZ89mpQ,BRONZE III
dwCavJV4-l5qg0bocso8l39gUDy1KzI13Tdb5CLe1PWYylD-5oqUiMLWPyzB_7gjlfxNFyJqlfh6hA,SILVER IV
hHvLHFpcupJOrAzhE7qZ6mjsMvI2nvlcAsDy2EDvVvtAY7cIj9P7ImpQWbgPbnxXVdm1RadefPAEkg,BRONZE I
BfaBICkPu5pkmdro3sAW1rAR-dlR8hU6ApEPdbwWB-rGqME3B-OoAkCD3BbgkP54sjYIMuOvr8g2HQ,SILVER IV
qgfDYoRdzHY1L2G8JvIgzKmoWts221dHNjGnvPTuu9oQda4XkVVp_OuE1edThaFoEs9O713XDTNbig,SILVER IV
5zuqLspJYYTw834zwtsnOQzApTyzL7zCcu2WAuFWhb_EDgUpQ67rDIx_l-2wDabEbhrYprU7beysaw,SILVER IV
-YRTHlTc83omw8_J8V2YHyBEqCchfcpg76Ihlci9IYDwDs9AEU5kxik3ZlaQSVxlvgufIpB8yVDg-A,SILVER IV
T48rsNRfrTLMa2z9uZfa7NIuQrqVpiAUcaT9R_PZpnisUYl60gExcfih_f9tLEaIwoej2LcZnmzjNQ,SILVER III
x2DCfzOOO7uintz0WkLCtxZBgl5vzSjbgMSw9ADBBbEZZ-xx1Tt9dqQnbc9Y-OjMeLkWztiEV-SDxw,SILVER III
1yCkVycG_62D02-UX0VM3hH8E49oD9k44euIiy4FAhTgxC5KNjG6taBLW7YQE90O1zKbk7hULNZbOQ,GOLD IV
SbrxK-kG6NReXWaMKEmOW4gAyTt1J5Sq_F9j-wAjTA1W20eXYpVRZCfawqvxkjuApmFDHA_DRkEXrw,SILVER I
4VfdC_8XEpnv7NQbAPesz1DLX6e_FvpYeBuFkih-hKKP2Eqg_J3o4uNLst_BBXOypJxsLRkGWXj_aQ,SILVER II
aM2_BCOik0Fr5JumWD4UxmxlHrgWbJa2ZcewfZ83plsGvwh9hKrttOv2FYxFSSGeXu_1p2WP1hZR3Q,SILVER I
WX8MO8RjVpcxu_8UTUorFeo-0-fdZ94bYiIPE4OfGvXja7OXBZkhjChNVEtomlSVAAHwt9CFy3NY9A,SILVER II
gb3yjlvq4U-EWqy6foknnRxEqVZu2qYHZ8IjhwXltlZILmcSJPNkW6BvI004L-KaQMZnCuKZUFhz3Q,GOLD IV
l8tushr8iNghVQJiW7wpVhBrDshqCWTtS9hiwIfFfbQcuftM53ibSWpxx1-xx8u7H01j55nwBgCInQ,SILVER III
aQwIifEGRIJgYwYVJdoDVM5ubQF9rK7MJa6vcyvjglWP-Kb6zTn_iUjJG96t9xbEEr4rxW7Fev844g,SILVER III
WYZnLf10KS2WFKWuE7ovCZWisBUP1y040IW9-RG6EO1UR4_6v_T_nMs1duAwhV-778eBvufhKArqFg,BRONZE I
arl3NRP5oQk1J0S2cllF49Pc4xP6mwDZ17LB0mMkKqrZs4zMu0YjUX7Q3hFOrWjwkm41mBKargSdlg,SILVER II
XCav-2-jZH-AhOTcBwNVeYtWkaE5lj3Sdvt-z7WPX7faYEE1IiRkui3MVN0xxgtZbT25Lqwl2mCBeA,SILVER II
ivcRd2AMEJ5TcjZCxiQLXO-CY-mvEGgQ27Addf_t-9Kw8tHJYcwScdHhV-SJyX-fSxVGKZM9F8oljw,GOLD IV
VW7jFtFCbC_K1cWNu92MryIx28JyISGEI0310VLIrjeb1GguJg1Dn0f6c0od-MhFsz-Qsz1fcX8-mg,SILVER IV
9q1gX_u59sC-v-J6olqFy17Hyuv8e5iHygAGyUsN00JHtutTjaosrq8-Eo3tw686CwLW4KVLvLNY0A,SILVER II
96_P0x9aE-6vHLFD8xKbrJXtAKWLOHN_q31cLM6e7proqKAUVtoNcJdPoKQGpTRJToBDBwjDHJpLfg,GOLD IV
VbF0JZQTwh3pEHDeRho1uSXCxybV3CraQ1BaP67EhYW5hS8v_BM68IwbvrWUeA1f6Ft7565rtjLFhw,SILVER I
yF2fZkT9W3AA3taaIchI2AOmUtblk1JEsBSOkyH7iw8fg3qW7w-RUHMYCghxNrvHPm32h3_Ure0cyg,SILVER IV
T8Ndum2N09yrqJ1bb2-Mp0hqsQ9oKoUB6qt9jYSmC0ZK0VKkmp28piAd477DVVP3Bq2bvOUM-hv96A,SILVER IV
T5J4NDbpwlJFQSn-B5mDxxM5A70G-bWd2ZepsbkjnltvilPGG__Yljey012W-Bso6msDTD7uOGNnzg,SILVER IV
uV8kDoFPzBJEwupyunFjritRV5zcr-Vzd2NVxfmrQhT4n3ATcuXIq-xvISar5Cyw2Mzp6ynifzMbWA,BRONZE II
jvH9_WO4EdOzmXguG_ptoRdHkbpShmYEt8XRC5L0PejVxrA93ociJwIdgcSda2R1UQsNzZ_ticbuqA,SILVER II
1-_93-ihs-0H9QkdhFKiG5ySoaY24FUzhuKdB3HvpXDe6pdpV5zDNz_zJgmGPly7v8SXg_TY_W1-Iw,BRONZE I
ZnawdW679frx0Qm0T6cJeo4FlaqqvCn6ewlhehC7g50HpSP3REbnoMGWuKvvXVrkZQy2J4CgSmp3xA,SILVER III
z2SHem6U6VM3yxehTgMy4PkAeapndZHsOt8AF6p73S69yzeOLapEb1yD8Iv4rGEy4Q_N3AERlSpYvQ,SILVER III
mblisgAt6DSQnNzNxgVOqbKqCmkzNrKmYj3JBJ3tz2FugnI09Azhlkd4jmwiKOdcPNnVlTVZuWtDJQ,SILVER III
Mad5cpDqsyjjptVOWbuzcFx9R4aBVq8aX_G7W-8dnpcGDej-R3dAneOho7H6LHByzSYOKIVgE3QrIg,SILVER IV
O22_WdwyfSnHOgvDITBZUhgEdeNE39dyso84GrDJVQkBLn60hc5ZIRh2ODCfhCt0cvcGL9UWKCxdPQ,SILVER II
q3qoUcc2LB3fhKru2jEDNwJGj9guC_Fuu76YF15k4ItlsrKEhZ3qpIqGFjPjIcv6Xrmv9MpdbXdn7Q,SILVER IV
sshTl6RxoX5s8qId75x2IA4L3Ad4q9TFpiF78G-WCC6JLF9qz6tqzVbOS9DIsBeXTRUvl8anBWpYSw,SILVER III
tMU646yQxRAeg8hbp_BMHzUKQ5mYY-uOdK9aTxRjSpgIaAV_L1MSpRRkRmFIJfR7aAhmX8LZ0Neezw,SILVER I
uqDzWOD0ewnMG4gIIdxGNtrRAqo8YmDmgP0b3m6NfQgo1WIfXJ9deqv72-5VSKWta3WQRzdwafZR5A,SILVER I
a_-fZOrQ56IGRxHbdLZcG-gU17IG_FxWcn1kLJ0c90q5wgm8EiaGqoQZ4nErsydhrm8Wdj1eb9H_hQ,SILVER III
ZNiqFlV2tWeBVbhaepZSosGfAAqsZsmFPkj8aAI19RvUYYetIrCFgOQvQiHAGdK8fbNjaApO3niTkw,SILVER I
-HHyc_i5RvjSkn6YWGXK0Dpx20hQ5G_53reVQYap-9nA4tn6X2ORxMKKLkV7LnDuxsSOojjHV0qbIA,BRONZE I
gHuaK0kbv8G1fm18VvDuSogBsGVxTeA--CB5xLIp-WtcTxBJkOyW-QSRoe8LbwTvNBePoguJPgfwzQ,SILVER I
b-C0Z3ke649IGbVHkRGzBkKwGAv5xTm_EoAg9hsVDHuxF_vqf1fMzc0OnR1Ve_otnOrOhxIvmShIqA,SILVER I
18YkLMS1lo1NN7eLfG63SiK1L0tXgBCqB48FLn4mu7cz69ortuECpKg0i91TH8Q6UF11sMDeqWIpAA,GOLD IV
cOBbKybBb96k09PSCIipSxN-t5Ul_3oBnOwj-GDWgq3BxAASh-STj28dUxmidkfz2sAAOs85jDx0ZQ,SILVER IV
F1moPtWk39kIn6Bps6rjWPO2WVgGP4_z9LpdipgjqbGxqETxT62GAASQF-09JE7sV8mN0_b3g8zGIg,SILVER I
gKGU4-B9I8MEK7mEIbGQgO9QeKLmcan4__1O_BNcHOiKDULfJchgDdcPQ6na5ml1WTjGWhJ28oMIEg,GOLD IV
TUdMtXo2wcUJTfvMnQ02AnGAhiUxmu_UikkPbSrUWTdsjFt1aMRi3ExiMsTVIpI1h8hUUEQhf7CsQg,SILVER II
MtH5QltEgzY8QPPq0iRKrm6OjmXSDpYolPw3QCvlpM9Cyo462ykcRhqb2kNWxIAOteTREdYCE2_uWg,SILVER I
pTFZzg4c362AHUcKWONfEhqnIO73-N_WeZnK_yLCjLmCQySaXhMyGRGPlg2H7IF9gCfP7klEGGgjnA,SILVER II
x0aOOtfE3pFYoIZGjmADpzVgyAcfSf3e6snlwuEDDO1XbDXCRZsZIFTNcLjwKhGCqwwSrPWPq1Dvcw,SILVER II
sD0xaEP4pfa6D8IS4aCkoSFThGqIaw9CjMFD2JWXGcPu3PW1JBTXQcTRPzSZ0KdJOy3Xc7Q0A8P-cQ,GOLD IV
q4c5cgutaD0tkuWtemVBKtWnigQIEabO0VJV9bYHpYRuKnGz340Tsh1tQkaMMXCkXkADZv50n1h9NQ,SILVER II
L1BDOidI_zrAkiaMFr3_T9eiMkpkf9tnbWOWDAbJm35TUmRmcbYMzECERxlXwzpVz4r6cr6cIFDRbA,SILVER I
EU0ixOPqOzHWmCekWoywu80aOd5boVqGu1Ez1eTAtLCR9Krv72rTBRHY6w6vUPHinlpJVhvP46CFig,SILVER I
DFYKIKOcg5Iu8uw8Btn7bSbBMeHtr8nn6XnwzukZCrpctDJ2LkkFczSRLgyJCF6MSuYk7dB_VSU0TQ,SILVER III
QQAkxTx4Xn7XMRL9iS3-yn7TJFg0ZF1aC7po1CIg78ou53T6JcvUkFwXg4ziDbBcFf5SGrADA9Yj-A,SILVER II
Tc1uTx-hUjuYXo3gO-Ja3DuG8jmk_JHMBi2gW1L80JITcfC63Thi53tx5U2uxv4cqqyi6YHDr5N9jQ,SILVER II
YIUuZhyb8fDdIKm552I_aVLCmnOqkpA_4vSBMLsKMd7JtKVT82Cmu_yOyTlRJ9hA24DSChAaMdzhyA,SILVER I
mghHHWQ4t2w3dwNh4QAGYOQkslsROJWFaTHUp8rp9oCF62YxmoAxIoTAOin0TavP-_gix7hDuMaXFA,SILVER I
6rzqyV1BIy5T3jk0OD8BDJLDf5nxhFHHt-BUXuF7zQOGyDvTQZoch8ZED0cnhXWZoEOB3_TVolhpHw,SILVER II
VVhFi6TRlcp5mYdTFeHXmknJC9ETkb2hip7QJov_evgoFR1_VdAaz5HrxXE_IcmKcLYNM_PVFt914g,SILVER I
JAd5LazwRdkt2_A57IKw5i2RLOly9SN40H5dzwJyTu7e_1boD_ZDTTC2syRfhoy4UJfCXfEHfHu27w,SILVER I
A_hdZJJTzLhvNZshq7Prl4gkWtjUTuTxCI8CUdzt3oTjAji5r59SX7rFi0Qk0AQfhF3GcqauIPt7zg,SILVER II
-qJjmscl8o_q9zLMejQTvWVb30mJ6A5-vu-GjTvtEcapDTLvCrxQiYBgOF5le4Cn3ejoZbNeHtGqPA,SILVER I
6QYn8hFiJmTo8r1aleNfOnR5ULaEpJqhEzlGZzQkXknZzbR_1tHqldk9_N_6C5T3X-qU6bosRm3GLg,GOLD IV
sVCunxEma7Sh9Jl144q1hYUK_66UQB2sg6JCbxw2lCT0q1MTiQ08pEPgxq3Y2ALlGFMr9Dkf9XS4jg,SILVER II
4Fdzft7YWXUPz_Kp4C8IShaH2_Ao0kesstMWqokpRiBbOX-v5WFWgQK2Yc2ABjgDzcfjWeF1SprXuw,SILVER I
wCRYxX6HmliHnNIFLmAcxjI971r1NCGawJwwdMywEUz95wMqSceuxLNGN5cU5DlybGy9FW-UWHNDPQ,SILVER II
N9SFh1-ipy1LxkEL9lRxIHrBaVCgooEdHk0h1cCLlQiVw4W10ZeUKEx9hz5SGh2VoCfiMoEBHP0XdA,SILVER I
